1	0
2	114578
3	132634
4	227890
5	404833
6	408280
7	440580
8	544180
9	547130
10	558792
11	577235
12	589401
13	606830
14	615018
15	615858
16	641788
17	646101
18	652180
19	655000
20	656647
21	662490
22	668671
23	679375
24	681127
25	681167
26	688304
27	695655
28	698352
29	698686
30	708304
31	722833
32	729643
33	732265
34	735572
35	738899
36	748520
37	750633
38	751445
39	758602
40	772237
41	773844
42	785480
43	788364
44	791175
45	792812
46	794954
47	801094
48	801176
49	804094
50	805921
51	806068
52	841314
53	842684
54	851780
55	853781
56	854972
57	855384
58	856241
59	876034
60	876856
61	879853
62	887037
63	887262
64	892684
65	894825
66	899283
67	954798
68	964821
69	1013002
70	1022050
71	1032551
72	1033797
73	1036193
74	1046874
75	1054864
76	1060546
77	1063700
78	1064179
79	1067202
80	1067272
81	1087330
82	1104732
83	1108438
84	1108864
85	1111808
86	1112776
87	1126126
88	1129061
89	1156199
90	1179707
91	1185703
92	1189601
93	1191530
94	1192152
95	1200271
96	1200386
97	1206536
98	1210458
99	1210873
100	1218625
101	1225961
102	1226333
103	1242918
104	1244800
105	1245111
106	1249301
107	1254484
108	1255533
109	1256657
110	1266032
111	1268038
112	1281241
113	1288868
114	1289208
115	1305935
116	1306540
117	1310255
118	1312882
119	1321436
120	1323911
121	1328363
122	1357802
123	1365437
124	1367582
125	1369778
126	1380624
127	1380705
128	1387461
129	1390335
130	1407255
131	1410515
132	1410593
133	1412813
134	1413300
135	1416566
136	1428346
137	1434994
138	1440956
139	1441488
140	1442630
141	1452735
142	1472136
143	1474996
144	1478594
145	1479503
146	1481942
147	1482105
148	1485976
149	1494157
150	1497859
151	1504839
152	1514111
153	1531796
154	1554543
155	1569711
156	1592675
157	1594440
158	1601984
159	1611617
160	1616231
161	1623126
162	1653407
163	1658038
164	1659936
165	1666465
166	1680406
167	1688292
168	1694073
169	1698088
170	1698165
171	1699025
172	1699055
173	1699888
174	1720266
175	1734894
176	1741380
177	1741413
178	1745808
179	1765293
180	1766624
181	1779146
182	1783213
183	1787256
184	1796028
185	1801165
186	1803953
187	1813633
188	1814989
189	1816529
190	1843468
191	1874519
192	1874731
193	1886561
194	1900237
195	1916925
196	1921845
197	1927754
198	1938277
199	1941043
200	1941164
201	1947653
202	1970499
203	1974030
204	1983391
205	2009131
206	2009690
207	2019499
208	2027033
209	2028828
210	2036824
211	2047082
212	2075167
213	2076550
214	2077300
215	2084476
216	2095095
217	2111266
218	2119758
219	2128455
220	2174370
221	2224049
222	2235887
223	2259441
224	2279598
225	2288092
226	2298480
227	2314323
228	2314341
229	2314359
230	2331605
231	2331690
232	2337906
233	2341895
234	2353023
235	2355116
236	2356072
237	2358591
238	2363320
239	2388959
240	2394280
241	2401582
242	2407634
243	2407654
244	2440751
245	2468907
246	2477811
247	2482047
248	2488811
249	2491936
250	2495546
251	2510033
252	2514538
253	2524233
254	2532167
255	2535121
256	2554903
257	2559219
258	2580157
259	2581688
260	2734136
261	2744811
262	2757143
263	2776559
264	2785918
265	2831799
266	2842213
267	2842713
268	2842749
269	2843044
270	2919548
271	2932298
272	2936792
273	2937678
274	2940191
275	2942175
276	2944108
277	2945491
278	2954741
279	2973280
280	2975913
281	2983174
282	2984307
283	2984482
284	2986336
285	2987426
286	2994519
287	2995723
288	3055137
289	3103152
290	3104161
291	3112343
292	3121853
293	3122572
294	3135596
295	3139366
296	3140814
297	3142674
298	3202844
299	3211248
300	3212980
301	3213513
302	3213535
303	3219738
304	3227998
305	3230079
306	3233711
307	3234536
308	3235762
309	3239033
310	3239204
311	3247841
312	3249303
313	3256481
314	3258323
315	3268059
316	3314147
317	3318960
318	3320347
319	3321763
320	3323843
321	3324649
322	3332289
323	3334013
324	3335580
325	3336034
326	3336127
327	3351455
328	3351569
329	3354732
330	3355523
331	3356177
332	3356240
333	3364454
334	3365055
335	3365791
336	3367267
337	3379188
338	3394858
339	3396219
340	3396410
341	3396671
342	3397581
343	3399696
344	3399874
345	3400700
346	3400813
347	3410910
348	3428385
349	3439061
350	3445800
351	3472311
352	3475905
353	3475953
354	3478183
355	3479102
356	3494768
357	3510420
358	3513072
359	3592421
360	3616931
361	3620322
362	3636048
363	3649419
364	3682133
365	3685155
366	3696470
367	3698476
368	3705591
369	3714175
370	3714251
371	3718392
372	3720603
373	3726756
374	3736693
375	3737721
376	3742006
377	3745121
378	3745661
379	3745764
380	3757116
381	3757795
382	3840881
383	3841318
384	3841739
385	3844778
386	3846233
387	3855690
388	3864647
389	3866573
390	3878459
391	3879036
392	3879286
393	3890595
394	3910795
395	3931997
396	3950887
397	3976249
398	4061635
399	4073195
400	4074455
401	4076312
402	4076580
403	4082421
404	4085475
405	4085892
406	4087431
407	4090130
408	4107068
409	4109507
410	4112078
411	4113155
412	4113315
413	4117979
414	4129576
415	4139719
416	4141173
417	4149629
418	4153722
419	4171930
420	4174840
421	4214652
422	4231978
423	4241342
424	4266048
425	4266083
426	4267211
427	4271361
428	4275932
429	4276030
430	4280001
431	4280023
432	4280822
433	4283088
434	4287919
435	4407009
436	4409638
437	4411958
438	4416429
439	4421471
440	4421523
441	4425590
442	4428898
443	4447712
444	4465965
445	4485002
446	4497294
447	4503761
448	4513935
449	4539495
450	4551860
451	4552213
452	4554451
453	4564552
454	4575803
455	4576971
456	4586060
457	4596877
458	4601925
459	4606462
460	4606948
461	4607260
462	4607523
463	4616575
464	4634373
465	4648735
466	4652921
467	4664131
468	4680603
469	4694532
470	4701437
471	4701628
472	4701747
473	4712499
474	4726132
475	4728200
476	4741588
477	4743968
478	4756827
479	4785200
480	4791532
481	4800448
482	4811408
483	4817810
484	4824782
485	4826777
486	4838302
487	4860620
488	4861034
489	4877160
490	4915936
491	4917772
492	4925038
493	4938812
494	5030237
495	5033605
496	5035077
497	5037456
498	5061464
499	5061997
500	5072048
501	5074213
502	5078227
503	5096818
504	5097343
505	5105751
506	5106247
507	5121114
508	5121636
509	5121736
510	5122227
511	5133146
512	5133653
513	5133732
514	5133897
515	5134887
516	5134951
517	5136300
518	5144395
519	5144540
520	5153942
521	5154751
522	5168067
523	5168417
524	5169458
525	5172458
526	5175600
527	5175995
528	5176081
529	5176368
530	5176478
531	5186212
532	5193618
533	5194581
534	5195203
535	5195652
536	5196555
537	5198721
538	5221231
539	5222717
540	5240528
541	5243169
542	5244956
543	5260773
544	5267563
545	5267886
546	5272719
547	5282530
548	5283755
549	5294979
550	5296624
551	5307280
552	5308213
553	5310982
554	5319001
555	5330114
556	5333271
557	5337400
558	5337794
559	5346129
560	5346202
561	5348058
562	5350246
563	5353356
564	5358883
565	5360068
566	5360341
567	5360637
568	5361095
569	5361189
570	5362103
571	5367282
572	5371493
573	5371735
574	5373570
575	5376907
576	5378574
577	5378740
578	5379179
579	5383777
580	5387888
581	5388681
582	5390966
583	5395082
584	5395377
585	5402367
586	5402896
587	5403148
588	5414283
589	5435199
590	5439781
591	5444291
592	5451969
593	5460385
594	5466135
595	5471075
596	5478929
597	5480455
598	5481112
599	5484890
600	5492297
601	5492474
602	5500221
603	5500679
604	5502939
605	5503810
606	5554727
607	5559639
608	5565413
609	5575975
610	5591644
611	5593163
612	5608354
613	5608629
614	5608742
615	5610732
616	5620363
617	5622919
618	5624830
619	5625926
620	5627687
621	5628447
622	5632547
623	5675354
624	5682496
625	5682954
626	5684428
627	5686222
628	5692347
629	5696678
630	5705009
631	5705229
632	5706242
633	5708779
634	5713712
635	5721330
636	5721386
637	5723273
638	5816914
639	5820582
640	5821139
641	5839020
642	5843603
643	5857611
644	5858366
645	5860639
